title	abstract	journal	publication_date	doi	authors	pos	pos_last
Short-term anti-CD4 plus anti-TNF-alpha receptor treatment in allogeneic small bowel transplantation results in long-term survival.	"Despite improved immunosuppression, intestinal transplantation is still complicated by severe rejection episodes. To further improve immunosuppressive concepts, we evaluated an anti-CD4 antibody and an anti-tumor necrosis factor (TNF)-alpha monoclonal antibody for their immunosuppressive efficacy in the standard rat model of intestinal transplantation.
Intestinal transplantation was performed in the DA to Lewis combination, and recipients were treated perioperatively with either the anti-CD4 antibody RIB5/2 (day -1, 0, postoperative days 1, 2, 4, 7, 10, 14, 17, and 21), the anti-TNF antibody etanercept (60 min before reperfusion, postoperative days 3, 6, and 9) or a combination of both. Survival, histology and expression of immunologic mediator genes on days 3 and 4 after transplantation were investigated.
Treatment with anti-CD4 antibody alone (19.71+/-5.94) and the antibody combination (171.58+/-122.76) prolonged survival. The chemokine MIP-1alpha was significantly decreased in both anti-CD4 antibody treatment groups, possibly indicating an additional effect of the TNF-alpha blockade on the immune modulation by RIB5/2.
Our study demonstrated long-term graft survival in short-term treatment with a combination of an anti-CD4 antibody and a TNF-alpha antibody in more than 50% of the recipients of intestinal grafts. Such a combined approach could also be useful in clinical small bowel transplantation."	Transplantation	2007-09-19	10.1097/01.tp.0000280552.85779.d7	Langrehr,JM|Gube,K|Hammer,MH|Lehmann,M|Polenz,D|Pascher,A|Volk,HD|Reinke,P	7	2
Interleukin-10 enhances the CD14-dependent phagocytosis of bacteria and apoptotic cells by human monocytes.	Monocytes are centrally involved in both specific and nonspecific immunity by secretion of regulatory immune mediators, phagocytosis, and presentation of antigens. Recent work has shown that monocytes can phagocytose bacteria independently from Fc gamma, complement, and scavenger receptors via a CD14-mediated process. Furthermore, incorporation of cells undergoing apoptosis is also mediated by CD14. In this study we investigated the regulation of monocytic CD14-dependent phagocytosis by the immunoregulatory cytokines interleukin-10 (IL-10), interferon-gamma (IFN-gamma) and transforming growth factor-beta1 (TGF-beta1). In this study an in vitro human whole-blood assay was used to test regulation of CD14-dependent phagocytosis of fluorescence-labeled E. coli by IL-10, IFN-gamma, and TGF-beta1 in monocytes from healthy donors. Phagocytosis by monocytes from a patient with paroxysmal nocturnal hemoglobinuria (PNH) and its regulation by IL-10 was also investigated. Finally, regulation of monocytic incorporation of apoptotic Jurkat cells by IL-10 was analyzed. For the CD14 blockade, murine anti-CD14 IgG2a antibody RMO52 was used. We observed that IL-10, suggested to be a monocyte-deactivating cytokine, strongly increased the monocytic CD14-dependent phagocytosis of E. coli. In contrast, IFN-gamma and TGF-beta1 depressed monocytic CD14 incorporation of E. coli. Compatible with this, IL-10 upregulated CD14 expression on monocytes, whereas IFN-gamma and TGF-beta1 downregulated its expression. IL-10 also increased the monocytic CD14-dependent and -independent phagocytosis of apoptotic cells. As expected, IL-10 strongly increased the CD14-independent phagocytosis but had no influence on the CD14-dependent phagocytosis of monocytes from a PNH patient. In conclusion, our data support a general role of IL-10 for activating monocytic scavenger functions, which are at least partly mediated by CD14. This is in line with the fact that IL-10 promotes the development of monocytes to macrophages. The contrasting effects of IL-10 and IFN-gamma on monocytic CD14-dependent phagocytosis may reflect a further mechanism counterbalancing antigen-presentation and nonimmunogenic scavenging of bacterial and cellular debris. TGF-beta, however, may be an inhibitor of both systems.	Human immunology	2007-09-18	10.1016/j.humimm.2007.06.004	Lingnau,M|Höflich,C|Volk,HD|Sabat,R|Döcke,WD	3	3
Predicting tolerance by counting natural regulatory T cells (CD4+25++FoxP+)?		Transplant international : official journal of the European Society for Organ Transplantation	2007-09-15	10.1111/j.1432-2277.2007.00551.x	Volk,HD	1	1
Heme oxygenase-1 ameliorates ischemia/reperfusion injury by targeting dendritic cell maturation and migration.	Ischemia/reperfusion injury (IRI) has a major impact on short- and long-term renal allograft survival by increasing graft immunogenicity. Donor preconditioning by inducing heme oxygenase 1 (HO-1) has been proven to exert cytoprotective and antiinflammatory effects on the graft, thus resulting in reduced graft immunogenicity. The study analyzed the effects and mechanisms of HO-1-mediated cytoprotection in rat kidney transplants exposed to cold preservation. We studied the differential gene-expression patterns of allografts after either short or long cold ischemia using a customized cDNA microarray. Prolonged cold ischemia led, 12 h after engraftment, to enhanced levels of adhesion molecules, heat-shock proteins, chemokines (CXCL10), and a remarkable upregulation of immunoproteasomes. Next we addressed the question whether induction of HO-1 or its byproduct carbon monoxide (CO) in organ donors targets these candidate markers related to enhanced immunogenicity. Induction of HO-1 or CO in organ donors 24 h before organ harvesting resulted in reduced mRNA levels of immunoproteasomes, MHC class II expression, and co-stimulatory molecules in the recipient's spleen, suggesting diminished migration and activation of donor dendritic cells. This observation suggests that HO-1/CO induction protects marginal allografts by inhibiting the immunogenicity of donor-derived dendritic cells.	Antioxidants & redox signaling	2007-09-15	10.1089/ars.2007.1801	Kotsch,K|Martins,PN|Klemz,R|Janssen,U|Gerstmayer,B|Dernier,A|Reutzel-Selke,A|Kuckelkorn,U|Tullius,SG|Volk,HD	10	1
Immunopathogenesis of psoriasis.	Psoriasis is a chronic skin disease that affects about 1.5% of the Caucasian population and is characterized by typical macroscopic and microscopic skin alterations. Psoriatic lesions are sharply demarcated, red and slightly raised lesions with silver-whitish scales. The microscopic alterations of psoriatic plaques include an infiltration of immune cells in the dermis and epidermis, a dilatation and an increase in the number of blood vessels in the upper dermis, and a massively thickened epidermis with atypical keratinocyte differentiation. It is considered a fact that the immune system plays an important role in the pathogenesis of psoriasis. Since the early 1990s, it has been assumed that T1 cells play the dominant role in the initiation and maintenance of psoriasis. However, the profound success of anti-tumor necrosis factor-alpha therapy, when compared with T-cell depletion therapies, should provoke us to critically re-evaluate the current hypothesis for psoriasis pathogenesis. Recently made discoveries regarding other T-cell populations such as Th17 and regulatory T cells, dendritic cells, macrophages, the keratinocyte signal transduction and novel cytokines including interleukin (IL)-22, IL-23 and IL-20, let us postulate that the pathogenesis of psoriasis consists of distinct subsequent stages, in each of them different cell types playing a dominant role. Our model helps to explain the varied effectiveness of the currently tested immune modulating therapies and may enable the prediction of the success of future therapies.	Experimental dermatology	2007-09-12	10.1111/j.1600-0625.2007.00629.x	Sabat,R|Philipp,S|Höflich,C|Kreutzer,S|Wallace,E|Asadullah,K|Volk,HD|Sterry,W|Wolk,K	7	3
Immunomodulatory therapies: challenges of individualized therapy strategies.	"""Individualized therapy strategies"" involve strategies that allow treatment to be guided by patient-specific conditions. For this, robust biomarkers are needed. Examples of biomarker-guided therapies already in use are the treatment of insulin-dependent diabetes (biomarker: blood glucose level) or the treatment of hypertension (biomarker: blood pressure). By contrast, most immunomodulatory therapies are given according to the patient's body weight or the patient's drug blood level rather than according to biomarkers indicating the patient's state of the immune system. Herein we report on new biomarkerguided studies in the immunosuppressive treatment of transplant patients and patients with autoimmune disease and we discuss its benefits and pitfalls."	Ernst Schering Foundation symposium proceedings	2007-09-11		Volk,HD|Sawitzki,B|Kern,F|Höflich,C|Sabat,R|Reinke,P	1	6
Ex vivo gene transfer of viral interleukin-10 to BB rat islets: no protection after transplantation to diabetic BB rats.	Allogeneic and autoimmune islet destruction limits the success of islet transplantation in autoimmune diabetic patients. This study was designed to investigate whether ex vivo gene transfer of viral interleukin-10 (vIL-10) protects BioBreeding (BB) rat islets from autoimmune destruction after transplantation into diabetic BB recipients. Islets were transduced with adenoviral constructs (Ad) expressing the enhanced green fluorescent protein (eGFP), alpha-1 antitrypsin (AAT) or vIL-10. Transduction efficiency was demonstrated by eGFP-positive cells and vIL-10 production. Islet function was determined in vitro by measuring insulin content and insulin secretion and in vivo by grafting AdvIL-10-transduced islets into syngeneic streptozotocin (SZ)-diabetic, congenic Lewis (LEW.1 W) rats. Finally, gene-modified BB rat islets were grafted into autoimmune diabetic BB rats. Ad-transduction efficiency of islets increased with virus titre and did not interfere with insulin content and insulin secretion. Ad-transduction did not induce Fas on islet cells. AdvIL-10-transduced LEW.1 W rat islets survived permanently in SZ-diabetic LEW.1 W rats. In diabetic BB rats AdvIL-10-transduced BB rat islets were rapidly destroyed. Prolongation of islet culture prior to transplantation improved the survival of gene-modified islets in BB rats. Several genes including those coding for chemokines and other peptides associated with inflammation were down-regulated in islets after prolonged culture, possibly contributing to improved islet graft function in vivo. Islets transduced ex vivo with vIL-10 are principally able to cure SZ-diabetic rats. Autoimmune islet destruction in diabetic BB rats is not prevented by ex vivo vIL-10 gene transfer to grafted islets. Graft survival in autoimmune diabetic rats may be enhanced by improvements in culture conditions prior to transplantation.	Journal of cellular and molecular medicine	2007-09-01	10.1111/j.1582-4934.2007.00059.x	Kuttler,B|Wanka,H|Klöting,N|Gerstmayer,B|Volk,HD|Sawitzki,B|Ritter,T	5	3
Loss of receptor on tuberculin-reactive T-cells marks active pulmonary tuberculosis.	"Tuberculin-specific T-cell responses have low diagnostic specificity in BCG vaccinated populations. While subunit-antigen (e.g. ESAT-6, CFP-10) based tests are useful for diagnosing latent tuberculosis infection, there is no reliable immunological test for active pulmonary tuberculosis. Notably, all existing immunological tuberculosis-tests are based on T-cell response size, whereas the diagnostic potential of T-cell response quality has never been explored. This includes surface marker expression and functionality of mycobacterial antigen specific T-cells.
Flow-cytometry was used to examine over-night antigen-stimulated T-cells from tuberculosis patients and controls. Tuberculin and/or the relatively M. tuberculosis specific ESAT-6 protein were used as stimulants. A set of classic surface markers of T-cell naïve/memory differentiation was selected and IFN-gamma production was used to identify T-cells recognizing these antigens. The percentage of tuberculin-specific T-helper-cells lacking the surface receptor CD27, a state associated with advanced differentiation, varied considerably between individuals (from less than 5% to more than 95%). Healthy BCG vaccinated individuals had significantly fewer CD27-negative tuberculin-reactive CD4 T-cells than patients with smear and/or culture positive pulmonary tuberculosis, discriminating these groups with high sensitivity and specificity, whereas individuals with latent tuberculosis infection exhibited levels in between.
Smear and/or culture positive pulmonary tuberculosis can be diagnosed by a rapid and reliable immunological test based on the distribution of CD27 expression on peripheral blood tuberculin specific T-cells. This test works very well even in a BCG vaccinated population. It is simple and will be of great utility in situations where sputum specimens are difficult to obtain or sputum-smear is negative. It will also help avoid unnecessary hospitalization and patient isolation."	PloS one	2007-08-22	10.1371/journal.pone.0000735	Streitz,M|Tesfa,L|Yildirim,V|Yahyazadeh,A|Ulrichs,T|Lenkei,R|Quassem,A|Liebetrau,G|Nomura,L|Maecker,H|Volk,HD|Kern,F	11	2
Evidence for genetic susceptibility towards development of posttransplant lymphoproliferative disorder in solid organ recipients.	"Posttransplant lymphoproliferative disorder (PTLD) is a life-threatening complication after organ transplantation. The identification of risk factors for PTLD development is important for disease management. It has been shown that cytokine gene polymorphisms are associated with lymphoma and Epstein-Barr virus (EBV)-associated diseases in nonimmunosuppressed patients. In the present case-control study, we analyzed the impact of -1082 interleukin (IL)-10, -308 tumor necrosis factor (TNF)-alpha, transforming growth factor (TGF)-beta1 (codon 10, 25), and +874 interferon (IFN)-gamma gene single-nucleotide polymorphisms on the late onset EBV-associated PTLD.
Out of 1,765 solid organ recipients, 38 patients with late-onset EBV-associated PTLD and 408 matched solid organ recipients were selected and enrolled in the study. Single nucleotide polymorphisms (SNPs) for -1082IL-10, -308TNF-alpha, TGF-beta1 (codon 10, 25), and +874IFN-gamma genes were analyzed by a sequence specific primer polymerase chain reaction and were related to the PTLD development, and the disease course and outcome.
The TGF-beta1 (codon 25) GG genotype was detected more frequently in controls than in PTLD patients (odds ratio=0.34, 95% confidence interval: 0.17-0.69, P=0.0022). The frequency of -1082 IL-10 GG genotype was also significantly higher in controls than in PTLD patients (odds ratio=0.5, 95% confidence interval: 0.25-1.0, P=0.044). There were no associations between -308TNF-alpha, TGF-beta1 codon 10, and +874IFN-gamma SNPs and PTLD. Disease course and outcome were not associated with any cytokine SNPs.
Polymorphisms in two key anti-inflammatory cytokines, IL-10 and TGF-beta, are associated with susceptibility to EBV-associated PTLD, suggesting that a shift in pro-/anti-inflammatory response is involved in the pathogenesis of PTLD."	Transplantation	2007-08-19	10.1097/01.tp.0000269617.60751.c4	Babel,N|Vergopoulos,A|Trappe,RU|Oertel,S|Hammer,MH|Karaivanov,S|Schneider,N|Riess,H|Papp-Vary,M|Neuhaus,R|Gondek,LP|Volk,HD|Reinke,P	12	2
Skin disease is prevented but nephritis is accelerated by multiple pregnancies in autoimmune MRL/LPR mice.	The role of pregnancy in the progression of systemic lupus erythematosus (SLE) is still poorly understood. We analysed the effect of repeated pregnancies in MRL/lpr mice, a murine model of SLE. Seven-week old female mice were used: multiparous mice underwent three consecutive pregnancies (M); age-matched virgin mice served as controls (V). Animals were harvested at 20 weeks of age. Skin lesions were characterized by hair loss and scabs in the dorsum of the neck. Virgin skins showed thickened dermis, fibrosis and mononuclear cell infiltrates, which were practically absent in M. This was accompanied by higher IFN-gamma and lower IL-10 mRNA expression levels in V compared to M skin. Plasma IFN-gamma protein levels were also upregulated in V versus M. However, survival and kidney function were dramatically reduced and accompanied by hypertension after multiple pregnancies. Kidney histology also showed markedly increased renal lesions in M. In contrast to plasma and skin levels, both IL-10 and IFN-gamma mRNA were lower in the kidneys of V versus M mice. Concluding our findings, the pathomechanisms of lupus kidney and skin disease may be regulated differently at the organ level during pregnancy. Both IFN-gamma and IL-10 may be important regulatory cytokines at the local level.	Lupus	2007-08-03	10.1177/0961203307079456	Kökény,G|Godó,M|Nagy,E|Kardos,M|Kotsch,K|Casalis,P|Bodor,C|Rosivall,L|Volk,HD|Zenclussen,AC|Hamar,P	9	3
Intrarenal cytokine and chemokine gene expression and kidney graft outcome.	"Proinflammatory cytokines are thought to play an important role in various kidney graft diseases resulting in interstitial fibrosis and tubular atrophy frequently found in case biopsies. To explore the role of various cytokines and chemokines in the long-term graft outcome, the transcription patterns of their genes in kidney allograft biopsies were evaluated.
The real-time RT-PCR was used to identify intragraft mRNA expression of cytokines and chemokines in 74 kidney graft recipients and the results were correlated with histological and clinical parameters and long-term graft outcome.
We observed up-regulated IL-10 (p < 0.001), TGF-beta1, IL-6, MCP-1, RANTES (p < 0.01) and TNF-alpha (p < 0.05) mRNA expression in patients with chronic allograft nephropathy (CAN) as compared to controls. There were positive correlations between the mRNA expression of IL-6 (p < 0.001), IL-10 (p < 0.01), TNF-alpha, MCP-1 (p < 0.05) and the proteinuria. The up-regulation of intrarenal MCP-1 in patients with CAN increased the risk for the graft failure within the next 42 months (OR 5.1, p < 0.05). Kaplan-Meier survival analysis revealed that proteinuria and higher intragraft expression of TGF-beta1 and MCP-1 predict a poor kidney graft outcome.
Expression patterns of intrarenal proinflammatory genes might discriminate patients at a higher risk for the earlier allograft failure."	Kidney & blood pressure research	2007-07-12	10.1159/000105134	Hribova,P|Lacha,J|Kotsch,K|Volk,HD|Brabcova,I|Skibova,J|Vitko,S|Viklicky,O	4	5
The influence of inducible costimulator fusion protein (ICOSIg) gene transfer on corneal allograft survival.	"The purpose of this paper is to analyse the effects of local or systemic administration of adenovirus type 5 encoding the inducible costimulator fusion protein (AdICOSIg) on its influence on prolonging corneal allograft survival.
The ICOSIg chimeric molecule was generated by fusing the murine ICOS to a rat FcIgG portion and a recombinant adenovirus (Ad) was made thereof. A major histocompatibility complex (MHC) class I/II mismatched rat corneal transplant model was used. The recipients were randomly assigned to receive ex vivo gene-modified corneas expressing either ICOSIg or a single i.p. injection (1.0 x 10(9) infectious particles) of AdICOSIg two days after transplantation and graft survival was analysed. Moreover, the influence of ICOSIg fusion protein on anti-adenovirus immunity also was investigated.
The ex vivo gene transfer of ICOSIg in cultured corneas resulted in high levels of ICOSIg protein in culture supernatants. However, neither ex vivo nor systemic gene therapy resulted in a significant prolongation of graft survival. Interestingly, the generation of anti-adenovirus antibodies could not be inhibited by systemic ICOSIg fusion protein expression.
Unlike CTLA4Ig, sole ICOSIg gene therapy is not a successful strategy for the prevention of allogeneic graft rejection in corneal transplantation."	Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie	2007-07-10	10.1007/s00417-007-0629-y	Fabian,D|Gong,N|Vogt,K|Volk,HD|Pleyer,U|Ritter,T	4	3
A novel selective extracorporeal intervention in sepsis: immunoadsorption of endotoxin, interleukin 6, and complement-activating product 5a.	In sepsis, endotoxin, interleukin 6 (IL-6), and complement-activation product 5a (C5a) trigger inflammatory cascades resulting in monocytic deactivation. When this occurs, the outcome is often uncontrolled infection, multiple organ dysfunction, and death. We tested here whether simultaneous reduction of systemic endotoxin, IL-6, and C5a levels could be achieved via selective extracorporeal immunoadsorption (IA) and whether this would restore monocytic responsiveness and improve organ function. Therefore, 33 patients with severe sepsis or septic shock were enrolled in a prospective, 1:2 case-control matched, blinded endpoint evaluation trial. In addition to best supportive care, 11 of these patients (mean age, 57.8 +/- 2.2 years; Acute Physiology and Chronic Health Evaluation II score, 23.7 +/- 1.6) received simultaneous endotoxin IA, IL-6 IA, and C5a IA on 5 consecutive days for 7.5 h each. Our observational end points were the course of monocytic immunity (monocytic HLA-DR expression) and other indices of inflammation and disease severity. In patients receiving IA, the mean circulating level of IL-6 was reduced from 361.7 +/- 116.0 to 38.2 +/- 15.2 pg/mL (P = 0.02), and of C5a from 297.6 +/- 43.1 to 79.2 +/- 14.5 ng/mL (P < 0.001). Two indices of endotoxemia were reduced also. Treated patients had lower C-reactive protein and Acute Physiology and Chronic Health Evaluation II scores at day 7 (P = 0.004 and P = 0.0001, respectively). Monocytic HLA-DR improved in the treated patients but not in controls (P < 0.0001). Under treatment, HLA-DR was found to recover in all patients with immunoparalysis (4,993.6 +/- 1,162 to 15,295.3 +/- 2,197 molecules per cell; P = 0.002). Here, we demonstrate that simultaneously reducing circulating endotoxin, IL-6, and C5a levels by selective IA reverses monocytic deactivation and improves organ system functions. This novel strategy might open a new therapeutic avenue for an interventional extracorporeal treatment of patients with sepsis.	Shock (Augusta, Ga.)	2007-06-15	10.1097/shk.0b013e31804f5921	Schefold,JC|von Haehling,S|Corsepius,M|Pohle,C|Kruschke,P|Zuckermann,H|Volk,HD|Reinke,P	7	2
Immunology of pregnancy: cellular mechanisms allowing fetal survival within the maternal uterus.	Pregnancy success remains a fascinating phenomenon to immunologists as it defies the immunological rules of rejection. Although it was previously thought that the maternal immune system does not see the fetus, it is now well documented that fetal cells reach the maternal body and encounter host immune cells. Natural tolerance mechanisms following this interaction remain to be fully elucidated. This article reviews the current literature on mechanisms of adaptive immunity, with emphasis on regulatory T cells and heme oxygenase 1 (HO-1). We propose a scenario in which regulatory T cells create a tolerant microenvironment at the fetal-maternal interface characterised by the presence of tolerance-associated molecules such as HO-1, which has been shown to be of vital importance for fetal survival.	Expert reviews in molecular medicine	2007-04-28	10.1017/S1462399407000294	Zenclussen,AC|Schumacher,A|Zenclussen,ML|Wafula,P|Volk,HD	5	1
Identification of gene markers for the prediction of allograft rejection or permanent acceptance.	The clinical success of new treatment strategies aiming on inducing permanent graft acceptance will rely on the ability to determine whether specific unresponsiveness to donor alloantigens has developed and for how long it is maintained. To identify markers for such posttransplant monitoring, genes differentially expressed by graft infiltrating leukocytes during tolerance induction or rejection after kidney transplantation in rats were compared. A subsequently performed full kinetic analysis in two different transplant models, kidney and heart, in two species, rat and mouse identified two markers (TOAG-1, alpha-1,2-mannosidase) with high specificity and reproducibility, which are highly expressed during induction and maintenance of acceptance, and downregulated during rejection. Expression level of these markers showed a strong positive correlation with graft function. In addition, expression of both genes was downregulated in the peripheral blood and the graft prior to rejection, suggesting that these markers may be useful for monitoring in clinical transplantation where peripheral blood is the most easily accessible patient sample. Interestingly, downregulation of TOAG-1 and alpha-1,2-mannosidase expression occurred in graft infiltrating cells and expression of both genes was also downregulated after T-cell activation in vitro.	American journal of transplantation : official journal of the American Society of Transplantation and the American Society of Transplant Surgeons	2007-04-26	10.1111/j.1600-6143.2007.01768.x	Sawitzki,B|Bushell,A|Steger,U|Jones,N|Risch,K|Siepert,A|Lehmann,M|Schmitt-Knosalla,I|Vogt,K|Gebuhr,I|Wood,K|Volk,HD	12	1
IL-22 induces lipopolysaccharide-binding protein in hepatocytes: a potential systemic role of IL-22 in Crohn's disease.	Crohn's disease (CD) is a common, chronic, inflammatory bowel disease characterized by intestinal infiltration of activated immune cells and distortion of the intestinal architecture. In this study, we demonstrate that IL-22, a cytokine that is mainly produced by activated Th1 and Th17 cells, was present in high quantities in the blood of CD patients in contrast to IFN-gamma and IL-17. In a mouse colitis model, IL-22 mRNA expression was elevated predominantly in the inflamed intestine but also in the mesenteric lymph nodes. IL-22BP, the soluble receptor for IL-22, demonstrated an affinity to IL-22 that was at least 4-fold higher than its membrane-bound receptor, and its strong constitutive expression in the intestine and lymph nodes was decreased in the inflamed intestine. To investigate the possible role of systemic IL-22 in CD, we then administered IL-22 to healthy mice and found an up-regulation of LPS-binding protein (LBP) blood levels reaching concentrations known to neutralize LPS. This systemic up-regulation was associated with increased hepatic but not renal or pulmonary LBP mRNA levels. IL-22 also enhanced the secretion of LBP in human primary hepatocytes and HepG2 hepatoma cells in vitro. This increase was mainly transcriptionally regulated and synergistic with that of other LBP inducers. Finally, elevated LBP levels were detected in CD patients and the mouse colitis model. These data suggest that systemic IL-22 may contribute to the prevention of systemic inflammation provoked by LPS present in the blood of CD patients through its induction of hepatic LBP.	Journal of immunology (Baltimore, Md. : 1950)	2007-04-20	10.4049/jimmunol.178.9.5973	Wolk,K|Witte,E|Hoffmann,U|Doecke,WD|Endesfelder,S|Asadullah,K|Sterry,W|Volk,HD|Wittig,BM|Sabat,R	8	3
Brain death activates donor organs and is associated with a worse I/R injury after liver transplantation.	The majority of transplants are derived from donors who suffered from brain injury. There is evidence that brain death causes inflammatory changes in the donor. To define the impact of brain death, we evaluated the gene expression of cytokines in human brain dead and ideal living donors and compared these data to organ function following transplantation. Hepatic tissues from brain dead (n = 32) and living donors (n = 26) were collected at the time of donor laparotomy. Additional biopsies were performed before organ preservation, at the time of transplantation and one hour after reperfusion. Cytokines were assessed by real-time reverse transcriptase-polymerase chain reaction (RT-PCR) and cytometric bead array. Additionally, immunohistological analysis of tissue specimens was performed. Inflammatory cytokines including IL-6, IL-10, TNF-alpha, TGF-beta and MIP-1alpha were significantly higher in brain dead donors immediately after laparotomy compared to living donors. Cellular infiltrates significantly increased in parallel to the soluble cytokines IL-6 and IL-10. Enhanced immune activation in brain dead donors was reflected by a deteriorated I/R injury proven by elevated alanin-amino-transferase (ALT), aspartat-amino-transferase (AST) and bilirubin levels, increased rates of acute rejection and primary nonfunction. Based on our clinical data, we demonstrate that brain death and the events that precede it are associated with a significant upregulation of inflammatory cytokines and lead to a worse ischemia/reperfusion injury after transplantation.	American journal of transplantation : official journal of the American Society of Transplantation and the American Society of Transplant Surgeons	2007-04-14	10.1111/j.1600-6143.2007.01799.x	Weiss,S|Kotsch,K|Francuski,M|Reutzel-Selke,A|Mantouvalou,L|Klemz,R|Kuecuek,O|Jonas,S|Wesslau,C|Ulrich,F|Pascher,A|Volk,HD|Tullius,SG|Neuhaus,P|Pratschke,J	12	4
Gene transfer of cyto-protective molecules in corneal endothelial cells and cultured corneas: analysis of protective effects in vitro and in vivo.	The loss of corneal endothelial cells plays a critical role in many corneal diseases and is a common phenomenon following cornea transplantation. In addition, the non-regenerative capacity of human corneal endothelial cells (HCEC) ultimately requires appropriate protection of corneal tissues during ex vivo storage to ensure vitality of the cells. However, only 70% of donor corneas can be used for grafting because of endothelial deficiencies. Corneal endothelial cell loss during storage is mainly induced by apoptotic cell death. This study was undertaken, for proof of principle, to investigate whether over-expression of cyto-protective molecules Bcl-x(L), Bag-1, and HO-1 prevents the loss of corneal endothelial cells both in vitro and in vivo. We demonstrate that gene transfer of both Bcl-x(L) and HO-1 has cyto-protective effects on HCEC in vitro. However, gene transfer of a single cyto-protective molecule does not prevent its rejection upon transplantation in a MHC class I/II disparate rat model.	Biochemical and biophysical research communications	2007-04-10	10.1016/j.bbrc.2007.03.146	Gong,N|Ecke,I|Mergler,S|Yang,J|Metzner,S|Schu,S|Volk,HD|Pleyer,U|Ritter,T	7	3
Local overexpression of nerve growth factor in rat corneal transplants improves allograft survival.	"To investigate the effect and mechanisms of nerve growth factor (NGF) gene therapy to promote allograft survival in experimental rat corneal transplantation.
A rat major histocompatibility complex (MHC) class I/II disparate corneal transplant model was used. Recipients were randomly assigned to receive either local Ad (Ad)-mediated gene transfer of NGF or a single intraperitoneal injection of AdNGF 1 day before transplantation. Moreover, immunosuppressive therapy was introduced by systemic coapplication of an Ad expressing CTLA4Ig. The efficacy of this treatment was examined by intracorneal mRNA expression analysis of cytokines and cytoprotective molecules by quantitative RT-PCR at day 12 after transplant. Further graft integrity and immune response against adenoviral vectors were investigated.
Local AdNGF-gene transfer significantly prolonged the mean survival time (MST) of rat corneal grafts (16.8 +/- 1.4 days) compared with control grafts (MST, 13.1 +/- 0.3 days; P < 0.03). In contrast, systemic AdNGF gene transfer did not result in improved corneal graft survival (MST, 15.2 +/- 1.0 days). RT-PCR analysis of cornea explants revealed diminished expression of proinflammatory cytokines (IFN-gamma, TNF-alpha) and increased expression of antiapoptotic molecules. In addition, graft endothelial integrity was improved, as measured by the detection of apoptotic cells. Moreover, coapplication of CTLA4Ig further significantly improved graft survival and protective effects of local NGF gene therapy.
This is the first report showing the successful application of a neurotrophin gene therapy to prolong corneal graft survival in an experimental rat transplantation model. Moreover, immunomodulatory therapy further improves graft survival and demonstrates that both anti-inflammatory and cytoprotective mechanisms are involved in the prevention of corneal allograft rejection."	Investigative ophthalmology & visual science	2007-02-28	10.1167/iovs.06-1084	Gong,N|Pleyer,U|Vogt,K|Anegon,I|Flügel,A|Volk,HD|Ritter,T	6	2
Analysis of tumor necrosis factor-alpha, transforming growth factor-beta, interleukin-10, IL-6, and interferon-gamma gene polymorphisms in patients with chronic periodontitis.	"Cytokine gene polymorphisms may have an impact on the susceptibility to and progression of chronic periodontitis. In this study, we analyzed the -1082 interleukin-10 (IL-10), -308 tumor necrosis factor-alpha (TNF-alpha), transforming growth factor-beta 1 (TGF-beta1) (codons 10 and 25), -174IL-6, and +874 interferon-gamma (IFN-gamma) gene single-nucleotide polymorphisms in a cohort of patients with chronic periodontal disease.
The diagnosis was made on the basis of standardized clinical and radiographic criteria. A total of 122 adult patients with chronic periodontitis and 114 unrelated, ethnically and age-matched white control subjects were genotyped by a polymerase chain reaction-sequence-specific primer.
The number of individuals carrying the -174IL-6 CC genotype was significantly higher in the group of patients than in the control group (odds ratio [OR] = 1.896; 95% confidence interval [CI] = 1.106 to 3.250; P = 0.0283). The TGF-beta1 (codon 25) GG (Arg(25)/Arg(25)) genotype was detected more frequently in control subjects than in periodontitis patients (OR = 0.459; 95% CI = 0.230 to 0.920; P = 0.0421).
The -174IL-6 and TGF-beta1 (codon 25) single-nucleotide polymorphisms are associated with susceptibility to chronic periodontitis in the population studied."	Journal of periodontology	2007-01-11	10.1902/jop.2006.050315	Babel,N|Cherepnev,G|Babel,D|Tropmann,A|Hammer,M|Volk,HD|Reinke,P	6	2
